,formula,disorder
64971,Co6 Ge6 Ti1,0
64972,P0.94 Sn1,2
64973,Al2.91 Mn1.09,1
64974,As1 Au1 Eu1,0
64975,O22 Pr4 Si4 V4.74 Zn0.26,1
64976,Cl6 Cr1 Cs3,2
64977,La0.05 Na0.05 O3 Sr0.9 Ti1,1
64978,Ga1 O5 V2,1
64979,Fe0.9 Mo1.1 O6 Sr2,1
64980,C4 Cl2 O4 Rh2,0
64981,Fe0.01 Mn1 Nb0.3 O8 Sn0.47 Ta2.12,3
64982,Rh1 Sc1 Si1,0
64983,Be2 Ge1 O7 Tb2,0
64984,Bi1 Mn1 O2.81,2
64985,Co2 In5 Zr4,0
64986,Ag1 Cu1 Se1,2
64987,P1 W1,0
64988,Al1.826 Cr0.03 Mg1.144 O4,1
64989,Br4 K2 Pt1,0
64990,Al7 Cu16 Tm6,0
64991,Cl18 In4 Ta6,0
64992,Pd1 Sm1 Sn1,0
64993,As2 O7 Zr1,0
64994,Cu0.67 Ga1.33 Hf1,1
64995,Ni4 P1.12 S6.88,1
64996,Ca10 F2 O24 P1.2 V4.8,1
64997,Ni1 Pr1 Sb3,0
64998,La3 N1 Se3,0
64999,Bi1 Ho5 Ni2,0
65000,B4 Br1 La1 O12 Sr5,3
65001,Er2 Fe14.5 Si2.5,1
65002,Al0.015 Fe0.95 Ge0.035,1
65003,Al25.74 Au7.24 Eu3 Ti1,3
65004,Ag0.25 Au0.25 Pd0.5,1
65005,Au2 Ba1 S4 Sn1,2
65006,O1 Re2 Zr4,0
65007,Cl2 Fe2 O5 Sr3,0
65008,Dy1 Fe10 Mo2,1
65009,Cr0.26 Si1.73 Yb1,1
65010,Bi5 Cu1 S8,2
65011,Ca4.48 Si3 Sr0.52,1
65012,Cl6 Ga1 Sb1,0
65013,As1 Co0.01 Fe0.99 La1 O1,1
65014,N3 O9 Tb1,0
65015,Ho1 O6 Ru1 Sr2,0
65016,Bi0.4 La0.6 Mn2 O5,1
65017,Co2.5 Mg0.5 O6 Te1,1
65018,Ca0.8 Cu2 O6.966 Sr2 Tl1.2,3
65019,Po1 Sc1,0
65020,B2 Ta0.5 Ti0.5,1
65021,Fe1 Li2 O8 W2,2
65022,Ni0.92 Si0.08,1
65023,B3 Ba3 O9 Yb1,0
65024,Cu0.02 Mg1 Zn1.98,1
65025,Li0.94 Nb1.01 O3 Zn0.05,3
65026,Bi0.665 Dy0.035 Fe0.85 Nb0.15 O3 Pb0.3,1
65027,Al0.75 Ba5.75 Nb9.25 O30,3
65028,Cd16 Ga128 Li58,2
65029,Au1 Cu1 Sn2,1
65030,Ba6 Ni25 S27,0
65031,Fe2.1 Ni1.7 Sb12 Sm0.22,3
65032,In3 Y5,0
65033,O4 Sn0.7497 Ti0.1503 Zn2 Zr0.1,1
65034,Na2 O7 Sb4,0
65035,Ba0.9 O3 Pb0.1 Ti0.9 Zr0.1,1
65036,Al0.519 Ca2 Fe0.45 Mg0.495 O7 Si1.536,1
65037,C2 Co1 Ho1,0
65038,As0.8 Cd0.2 In0.8 S0.2,1
65039,Ge1 Li1 Y1,0
65040,B1 Fe0.8 Mn1.2,1
65041,K4 O12 Zr5,0
65042,Ce2 Fe16.09 Ga0.91,1
65043,Ag2 Ge1 In2 Se6,0
65044,Fe0.95 Sb0.05,1
65045,La0.5 O2 Pa0.5,1
65046,Al3 Hf4,0
65047,Cu1.8 Li0.8 Sb1,3
65048,As2 Ca1 Fe1 O7 Sb1,0
65049,Hf2 In1 Ni2,0
65050,Cl1 Cu6 In1 O8,0
65051,Ga1.4 Nd1 Ni0.6,1
65052,Al81 Na81 O384 S67 Si111,3
65053,Ge1 Ni1 Yb1,0
65054,Ca0.75 Hf1 O3 Sr0.25,1
65055,Al1 Li1 Si1,0
65056,C1 Rh3 Tb1,0
65057,Ba2 Cl7 Er1,0
65058,Ni0.21 Pt0.86 Sn1,3
65059,B68 Fe68 Ho20,0
65060,Ca2 Fe1.46 Ga0.54 O5,1
65061,Ce0.6 Cu2.21 Eu1.4 O8.72 Sr2 Ti0.79,3
65062,Hg1 Na2 Tl1,1
65063,P2 S6 V2,0
65064,Ce5 Ge2.25 Si1.75,1
65065,Dy1 Mn1 Sn2,0
65066,Al1 S8 V4,0
65067,B4 Eu2 O12 Sr3,1
65068,Ga1 La1 O1 Se2,0
65069,Al0.95 K0.94 Na0.06 O8 Si3.05,1
65070,Gd6 S14 Si2.5,2
65071,C1 Fe11 Sm1 Ti1,1
65072,Cd1 I3 Li1 O9,0
65073,Al3 Ce0.06 Lu2.94 Mg1 O12 Si1,1
65074,C23 O23 Os10 S2,0
65075,Ag3.6 Al4 Cu0.4 S8,1
65076,Li2 O53 P16 Pb12,2
65077,Ce1 I4 Na1 O12,0
65078,Be1.2 Co0.8 Mn1,1
65079,Nb0.25 Ru0.75,1
65080,O1 Zr2,0
65081,Eu1 P2 Pd2,0
65082,Pd6.2 Sn1 Te2,2
65083,Ce0.2 Nd2 O7 Zr1.8,1
65084,As0.1 Fe0.9,1
65085,Al1 Fe1 Sc1,1
65086,Ag1 Ca0.77 Sr0.23,1
65087,Mo1 O4 Zn1,0
65088,La0.73 Mn0.9 O3 Sc0.1 Sr0.27,1
65089, Al1.9283 Fe0.0601 Mg0.9985 Mn0.0021 O4 Si0.0006 Ti0.0056 Zn0.0042,1
65090,F3 Ir1,0
65091,Mg1 Rh1 Y1,0
65092,Ba1 O2.91 Ti1,2
65093,O7 Pr2 Sn2,0
65094,Ca1.149 Cu2 La1.65 Nd0.201 O6,1
65095,Fe0.4 O3 Sn0.6 Sr1,1
65096,Au1 Cl7 Se1,0
65097,Ge0.9 Mn1 Ni1 Si0.1,1
65098,O8 Te3.12 Ti0.88,1
65099,Ba0.9 Bi0.05 K0.05 O3 Ti1,1
65100,Ni1 Sb1 Sm1,1
65101,Si2 W1,0
65102,Fe6 Ge6 Sc1,0
65103,Ba0.11 Ga1.11 Ge2.89 K0.89 O8,1
65104,Ba2 Cu2.9 O7.049 Re0.1 Y1,3
65105,In3 Pt2.592 Sc3,2
65106,Ni0.4 O3 V1.6,1
65107,In2 Ir1 Sr1,0
65108,Ba2 Nb2 O10 Te1,0
65109,Al2.4 Ga0.6 Ni5,1
65110,Ce2 Co17 Si9,1
65111,Ba4.5 Ca1.5 Fe4 Nd2 O15,1
65112,Ce1 Fe2 N12 O24 Tl5,0
65113,Mg0.5 S2 Zn1.5,1
65114,Pu1 Se2,0
65115,Cu2 In1 Mn1,0
65116,Ba0.5 Co0.45 Fe0.5 La0.3 Nb0.05 O3 Sr0.2,1
65117,Al0.7 Fe0.3 O3 Tb1,1
65118,B1 Nb1 Ru1,0
65119,Mn1 O7 Sr3 Ti1,1
65120,Ca3 Cu0.951 Mn1.049 O6,1
65121,Ca3.69 F2 Na0.17 O7 Si2 Zr0.14,1
65122,Al1.57 Gd1 Ni0.43,1
65123,Bi1.5 Mg0.5 Na0.4 Nb1.5 O6.7,3
65124,Ba2 Cu2.59 Fe0.39 O7.388 Y1,3
65125,K2 Se5 Sn2,0
65126,Cr0.8 Fe1.2 Zr1,1
65127,Ge1 Pd0.5 Pt0.5 U1,1
65128,P1 Pd1 Se1,0
65129,C10 Mn1 O10 Re1,1
65130,Cu1 Se2,0
65131,Al0.204 La0.275 O3 Pb0.629 Ti0.806,3
65132,Ge2 Mg1 O7 Sr2,0
65133,Ge1 O1 Se2 Sr1,0
65134,Ce1 Cs2 Ge3 O9,0
65135,Ba2 Ge0.5 S4 Si0.5,1
65136,Li0.94 Se2 Yb1.06,1
65137,C19 Ho15,0
65138,Al7.92 Be1 Cr0.16 Mg2.92 O16,1
65139,Al0.12 Co1.88 Y1,1
65140,Ba1 Cu1 S3 Y1,0
65141,Ba0.8 O3 Sr0.15 Ti1 Zn0.05,1
65142,Ga2 Nd1 Pt3,1
65143,Pt2 Tm1,0
65144,Ga5.47 La3 Nb0.53 O14,1
65145,F2 K6 O14 P4 Sn1,0
65146,La1 S0.23 Se1.77,1
65147,Ga0.6 Mn6 Sn5.4 Zr1,1
65148,Co2 Si0.2 Ta0.8,1
65149,Cr0.42 Mo1.58 Zr1,1
65150,Sb1 Sn1,1
65151,B1 Li0.93 O5 V2.07,1
65152,Ce0.125 Pd0.875,1
65153,In1.88 O3 Sn0.12,3
65154,Nb0.121 Ti0.879,1
65155,As1 Co0.05 Cr0.95,1
65156,Bi1 O2 Pr2,0
65157,N1 Na1 O3,2
65158,Al1.1 F2 K1 Li1.62 O10 Si4,3
65159,Os2 Sc1,0
65160,Ca2 La3 Nb3 O14,1
65161,B2 Mg0.9702 Ru0.0198,1
65162,Au1 Ge1 Lu1,0
65163,Ba2.5 Mg1 O8 Si2 Sr0.5,1
65164,Mo0.16 O5 V1.84,1
65165,Eu0.1 Hf2 La1.9 O7,1
65166,O3 Pb0.998 Ti1,2
65167,Ce1 Pu1,1
65168,Al10 Ba0.5 Cu1 O17 Sr0.5,1
65169,Co1 Mn1 Ni1 Sn1,1
65170,Nd1 O4 Ta1,0
65171,Ag1 Al4 In1 Se8,1
65172,Fe0.5 O3 Sr1 Ta0.5,1
65173,Mn1 Ni2 O9 Sr4,0
65174,Ag1 As1 Sr1,0
65175,Cd1 O6 Pt3,0
65176,Hf2 Hg1,0
65177,Ba1 Bi0.12 O3 Pb0.88,1
65178,Co7 Nd2,0
65179,U1 Zn11.67,3
65180,Fe1 Mo1 Na0.02 O6 Sr1.98,1
65181,Fe0.8 N2 W1.2,1
65182,P1 Pb1 Rb1 S4,0
65183,Ge38 I8 P8,0
65184,Ag1 O3 V1,2
65185,Al1.98 Be2.986 Fe0.024 Li0.007 Na0.026 O18 Si6.002,3
65186,Nb2 Pd0.891 Se5,2
65187,Ba8 Fe3.732 O24 Sc1.6 U2.664,1
65188,F4 Fe1 Rb1,0
65189,Ca7 O16 P2 Si2,3
65190,Al3 Si1 Sr1,3
65191,Ba0.15 La0.6 Mn1 O3 Sr0.2,3
65192,Al4 Fe7 Lu1 Ti1,1
65193,Ga0.26 Mn0.74 O2.83 Sr1,3
65194,In1.8 La0.2 O6 Te1,1
65195,C4.32 O32.16 P4.8 Pb8,3
65196,Ni1 Sc0.4 Sn1 Ti0.6,1
65197,Fe16 Ni2 O27 Sr1,3
65198,Ba2 O6 Ru1 Sc1,0
65199,B3 Ba3 Li0.5 Na0.5 O9 Sr1,3
65200,Al1 Cs1 Mo2 O8,0
65201,Ba2.2 Ca0.8 F14 Mg4,1
65202,Co1 Fe1,1
65203,Ba2 Ca3 Cu4 O12 Tl2,0
65204,As3 Cs1 O12 Ti2,2
65205,Nd1 Ni1 Sn1,0
65206,As3 Cu4 Na1 O12,0
65207,O9 S1 Sb4,0
65208,K6 Nb2.97 S25 Ta1.03,1
65209,Bi2.02 Cd0.98 S4,1
65210,B4 Ca3 Er2 O12,1
65211,C4 As2 Cd1 F12 N4 O2 S1,0
65212,Eu4 Mo4 O11,0
65213,K2 O12 P3 Ti1 Yb1,1
65214,Eu1 Ge2 Ni2,0
65215,Ce0.95 Cu2.75 O8.86 Sr2 Y1.3,3
65216,Cd1 K6 Pb8,0
65217,Fe17.426 Yb1.787,3
65218,Ga3 Rb1 S5,0
65219,B1 Br1 Mg2 N2,0
65220,Al1 Nd0.9 O3 Tb0.1,1
65221,Li1.67 P1 Sn0.33,1
65222,Al2.395 Ba1.197 O16 Ti5.605,3
65223,Co1 Cs1 F4 O2 Ta1,1
65224,Ba1 Lu4 O8 Sr1,1
65225,As3 Cu2.186 Hf1 Nd1,2
65226,Nd0.25 S1 Sm0.75,1
65227,Ru0.5 Tc1.5,1
65228,Ag0.9947 Cu7.0053 Te10,1
65229,Fe0.15 Ni0.55 Rh0.3,1
65230,Ba2 Cu1 O6.074 Tl1.88,2
65231,Ca1 Cu0.31 Ge2 O6 Zn0.69,1
65232,Ag3.71 Ba4 Mn2 O4 Se4,2
65233,Er1 Mo6 S8,0
65234,Ba1 Hf1 S3,0
65235,F3 K1 O3 Rb2 W1,1
65236,Au115.29 Ca24 Sn34.81,3
65237,N1 Sr2,0
65238,Dy1 Fe1 Mn1 O5,1
65239,Li1.022 Mn1.978 O3.94,3
65240,Ca1 Ge1 O5 Ti1,0
65241,Bi0.5 K0.15 Na0.35 O3 Ti1,1
65242,Cd0.71 Hg0.29 Te1,1
65243,Al3 Nd1,0
65244,C1 Mg1 O3,0
65245,Ba1 Fe4 Lu1 O7,0
65246,Au4 In6 Rb1,0
65247,C3 Al2 Th2,0
65248,Al1 Mo2 O8 Tl1,0
65249,Cr3 Ge1 N1,0
65250,Cu4.98 Fe1.02 S4,1
65251,Co0.5 Fe0.5 O4 V2,1
65252,Ag9 Rb3 S12 Sb4,2
65253,Ag0.3 Cl1 Na0.7,1
65254,Bi12 Ge1 O20,0
65255,Al12 In12 O48 Si12,3
65256,Ca9 Dy1 O28 P7,1
65257,Ba0.8 Mg1 O6 Sr1.2 Te1,1
65258,C1 B2 Tb1,0
65259,Al1 La3 N1,0
65260,Ga1 Hf1 Ni1,0
65261,Al1 Mo4 S8,0
65262,Cr1.5 Cu1 Se4 Ti0.5,1
65263,Cu1 Lu1 Te2,2
65264,Mg2 N2 Sr1,0
65265,Pd0.15 Sb0.85,1
65266,N1 Pa1,0
65267,Al1.66 Ca0.66 Na0.34 O8 Si2.34,3
65268,Se0.8 Te0.2 Zn1,1
65269,Co0.8 Fe0.4 Ge1.8 O7 Sr2,1
65270,Fe4 Sb12.08 Yb0.93,2
65271,Ir1 Sb2,0
65272,Mn0.98 Ni0.02 Se1,1
65273,Sn3 Tb1,0
65274,Cu1 Fe1 Nd1,1
65275,Li2 Mo4 O13,0
65276,Ca1.2 Ge6 La8.522 O26,3
65277,O4 Se3.01 Tb4,2
65278,Ag4.4 Br0.8 Cl2 Hg4.6 I1.6 S4.6,1
65279,Na1 P2 S6 Sm1,0
65280,S4 Y2 Zn1,0
65281,Ba0.542 Bi1 K0.458 O3,1
65282,C1 Ce0.1 U0.9,1
65283,La1.4 Ni1 O4.16 Pr0.6,3
65284,Ba1 Ca0.33 O3 Ta0.67,1
65285,Al6.3 Gd3 Zn4.7,1
65286,Ho6 Ni20 P13,2
65287,Na1 O4 Tc1,0
65288,Ag5 K1 S3,0
65289,Mn0.47 Pr6 Sb14.65 Zn0.47,3
65290,Fe0.8 Ti0.2,1
65291,C1 Gd3 In1,0
65292,Cd1 Li2 Mg1 P2,1
65293,Li0.96 Mn0.74 O2,2
65294,Ba2 Ca2 Cu3.26 Hg1.044 O10 Tl0.696,1
65295,C4 Cu1 Hg1 N4 S4,0
65296,Cu9 Ni1 Sn3,1
65297,Cu1.5 Si0.5 Y1,1
65298,Hf0.6 N1 V0.4,1
65299,Li1 Te3,0
65300,Cu2 Er1 Ga1 O7 Sr2,0
65301,C1 Co2,0
65302,Ca0.99 La0.01 Mn1 O3,1
65303,B5 Co1 O10 Y1,0
65304,Al1 Er2,0
65305,Li1 Mg2 Tl1,0
65306,Ca1 Cu3 O12 Ru4,0
65307,N2 O14 S3,0
65308,Lu5 Ni0.56 Sb2.44,1
65309,Al0.26 Ca0.718 Fe0.099 Mg0.922 Na0.261 O6 Si1.74,3
65310,Fe0.8 Ni0.2 O2.79 Sr0.75 Y0.25,3
65311,Al4.992 Ca0.3 Eu0.024 O12 Ta0.012 Y2.676,1
65312,Ba1 Fe4 O7 Y1,0
65313,La1 Na1 O6 Sb1 Sc1,1
65314,Ba2 Mo1 Nd0.9 O6 Y0.1,1
65315,Al10.08 Ca1 O19 Ti1.92,1
65316,Mn2 O5 Pr1,0
65317,Fe1 Hf1 Si2,0
65318,As1.023 Fe1.013 Nd0.996 O1.02,2
65319,Nb2 O10 Rb2 Si2,2
65320,O5 V1.3 W0.7,1
65321,Pt1 Yb1,0
65322,Fe0.65 Li0.7 Mn1.6 O4,3
65323,C0.385 Zr0.615,2
65324,Eu2 O7 Si2,0
65325,Mg0.231 Nb0.469 O3 Pb1 Ti0.3,3
65326,Li2.92 N1,2
65327,B4 Co4 Er1,0
65328,Cl16 Nb10 O7,2
65329,Fe2.07 Ni0.93 P1,1
65330,C1 O3 Sr1,0
65331,Pr1 Pt3 Sn2,0
65332,Cu1.16 P2 Pr1,2
65333,Ag0.77 Ge4 Na7.23 Se10,1
65334,Ba1.6 Ca1 Mo1 O6 Sr0.4,1
65335,O9 Sc2 Se3,0
65336,Eu5.74 Ge12 Li4 Sr2.26,1
65337,Sb0.286 Sn0.571 Te1,3
65338,Cr1.93 Cu1 Hf0.06 Se4,1
65339,Ag1 Nb7 O18,2
65340,Cl2 Co0.6 Fe1.4 O4 Sr3,1
65341,Ba1 La1 Mn1 O6 Sn1,1
65342,Ir2 Nd1 Si2,0
65343,Co9 Nd1 Si4,0
65344,Ga2 Ni3 Y1,1
65345,O4 Sb0.64 Zn2.36,1
65346,Gd1 Ni2,0
65347,La1 Ni1 O6 Pb1 Sb1,3
65348,Hf5 Sn3,0
65349,Er1 Mn1 Sn2,0
65350,Ba0.2 Fe0.1 K1.6 Na1.2 Nb0.5 O14 Si4 Ti1.4,3
65351,C4 B1.6 La5,3
65352,Al16 Ru7 Zr6,0
65353,Ge3 Nb5,0
65354,Mg3 O8 P2,0
65355,Mn45.2 Si7.8,1
65356,B1 Eu1 Pt4,0
65357,Co2 Ni3 Pr0.5 Sm0.5,1
65358,Ca9 Er1 O28 V7,1
65359,Ge3 Ho5,0
65360,Tm1 Zn3,0
65361,In0.095 Sn0.905 Te1,1
65362,Ag1 Sm1 Sn1,1
65363,B6 Fe1.06 O18 Sr6 Tb0.94,1
65364,B18 Ba8.35 O36 Pb0.65,1
65365,Bi1 Mg63 Si32,0
65366,Al3.8 Fe10.2 La6,1
65367,Al41.4 Cr5.6 Ho6,1
65368,Al2 Co7 Er3,1
65369,Nd1 O6 Sr0.5 Ti2,3
65370,Ce0.33 La0.33 O1.83 Th0.33,3
65371,Nd4 O15 W3,2
65372,B6 Lu2 Os1,0
65373,Ga8 Ru1 U2,0
65374,Mn7 Mo4 Si8,1
65375,I1 O4 Rb1,0
65376,Ga2 Lu3 Mn3 Si1,0
65377,Ba2 Cu1 Hg1 O4.21,2
65378,Ir1 Mg1 O6 Sr3,0
65379,Au8.01 Ca3 Ge2.99,1
65380,Pd13 Te3,0
65381,Ba1 O3 Ti0.936 Y0.064,1
65382,La0.3 Mn1 O2.41 Sr0.7,3
65383,Al3.74 Fe0.34 K0.3 Mg2.6 Na1.2 O30 Si10.22 Ti0.1,1
65384,Na1.08 O6.84 Sb2.14 V0.43,3
65385,La0.67 Li0.19 Ni0.1 O3 Ti0.9,3
65386,In2 Li2 Se6 Si1,0
65387,Ba0.31 O4 Pb0.69 S1,1
65388,Cl4 Mg1 Na2,0
65389,Cr2 Si2 Sm1,0
65390,Ba8.028 Dy1.04 Fe4.264 O24 U2.668,1
65391,Co0.13 Li0.32 Mn0.54 Ni0.13 O2,3
65392,O2 U1,0
65393,Al1 Fe2 Mo1,0
65394,Al1.238 Mn1.762 O4,1
65395,Fe1 K1 O6 Se2,0
65396,Pu1 Sb1 Te1,0
65397,As2 F12 I4,0
65398,Sn1 Ti2,0
65399,Ag2 Yb0.934,2
65400,Cs1 Ga5 Se12 Zn4,1
65401,Cr1.37 Se0.75 Te1.25,3
65402,Al2 Ce0.25 U0.75,1
65403,Ga0.23 Ni1.28 Sb0.77,3
65404,Fe1.08 Mo0.92 O6 Sr1.96,3
65405,In0.1 Mn0.85 O4 W1,3
65406,Co19 La5,0
65407,Cs1 F2 O2 P1,0
65408,Al0.32 Ba2 Cu2.68 O6.65 Sm1,3
65409,Cr2 S4 Sm0.661,2
65410,Mo10 O39 Pr6,0
65411,Ba1 O6 Pd1 Se2,0
65412,Cu3 Te4 V1,0
65413,Ce6 O21 Si6,0
65414,C2 Al0.3 Si0.7 Ti3,1
65415,Cl2 Cu2 O6 Sr1 Te2,0
65416,Gd1 Ni0.9 Pt0.1,1
65417,Ce0.63 Fe3.05 Ni0.95 Sb12,3
65418,C0.050025 Mo0.667 Re0.667 Ru0.667,3
65419,Ca3 Co1.7 Mn0.3 O6,1
65420,Cd1 Se2 Tl1,0
65421,Ba2 Bi1.4 Nb0.6 O6,1
65422,Cu1.8 Mn5.2 O12 Pr1,1
65423,Pd0.85 Th0.15,1
65424,Na1 P3 S12 Ti2,2
65425,Bi1 Fe0.95 Ni0.05 O3,1
65426,Na2.99 O12.2 P2.9 Sc2 Si0.219,3
65427,Cr2 K1 S4,2
65428,Au4 Ga4 K1.11,2
65429,Ce0.9 O1.97 Sc0.06 Zr0.04,3
65430,Al0.4 Ca0.66 Mn1.6 O4,3
65431,Fe1.4 O4 Ti0.1 Zn1.3 Zr0.2,1
65432,Pb0.995 S1,2
65433,La4 O30 Si4 Ti9,0
65434,As4 Na6 O19 U2,2
65435,Bi1 Na1 O6 Sr3,0
65436,Ba0.9 K0.1 S2.888 V1,3
65437,Cr1 Cu1 O4,0
65438,Al1 Co2 Er2,0
65439,Ir43.96 Zn358.94,3
65440,F2 I1 O2 Rb1,0
65441,Cu26 Ge6 S32 W2,0
65442,Cu0.231 Mn1.846 O4 Zn0.923,1
65443,P2 Ta0.855 Ti0.145,1
65444,Co1.2 O4 Ti1 Zn0.8,1
65445,Al0.52 Ca0.47 Fe0.07 Mg0.46 Na0.41 O6 Si2 Ti0.01,3
65446,Ba0.33 La0.67 Mn0.85 O3 Sn0.15,1
65447,Ge1.44 Si2.56 Sm5,1
65448,F3 N1 O4 S2 Xe1,0
65449,K5 O4 Tl1,0
65450,Ba0.955 Ca0.045 O3 Ti0.83 Zr0.17,1
65451,Nb2 Pd0.693 Se5,2
65452,Bi0.5 O4 Pr0.5 V1,1
65453,Mn2 Nb1 O6 Sc1,1
65454,B4 Ir4 Nd1,0
65455,C3 Er0.2 Th1.8,1
65456,Co1.06 Fe0.96 In0.98 O4,1
65457,Cl18 Cs1.969 Nb6 O6 Ti4,2
65458,As2 Ru2 Sr1,0
65459,Ag1 Mg0.2 Zn0.8,1
65460,Ca1 Ho0.05 La1.55 Mo4 O16 Yb0.4,3
65461,Ce1 Rh2 Si1,0
65462,Co0.6 Ni0.4 Tb1,1
65463,Li0.41 O2 Ti1,2
65464,Ba9 S15 V3,2
65465,Na0.05 Nd0.05 O3 Sr0.9 Ti1,1
65466,Mn1 Nb3 S6,2
65467,Co9.4 Gd1 Si3.6,1
65468,Ge0.38 Nb2.8 Sn0.62 Zr0.2,1
65469,B1 F8 N1,0
65470,Cu1 Hf1 K1 S3,0
65471,Cu0.05 La0.5 Mn0.95 O3 Sr0.5,1
65472,Ca1 In1 Pt1,0
65473,Ba10 O30 Ta5 Ti3.25 Zr0.5,3
65474,Dy1 In1 Rh1,0
65475,  Ce0.32 Dy0.02 Er0.03 Fe3.95 La0.22 Lu0.02 Mn0.05 Nd0.03 O38 Pr0.02 Th0.01 Ti17 Y0.23 Yb0.1,1
65476,Se12 Th7,2
65477,F6 N1 O3 Re1,0
65478,Ca0.075 Na0.925 Nb0.925 O3 Sn0.075,1
65479,Ru0.8 V0.2,1
65480,S1 Ti0.75 V0.25,1
65481,Nb1 O7 Y3,3
65482,F2 K3 O3 P1,1
65483,Cs2 F12 Li1 Mn3,1
65484,Co21 Nd2 Si5,1
65485,Er2 Mn1 O6.4 W0.8,3
65486,Cu1 O3 Te1,0
65487,Cs1 F17 Sb2 Xe1,2
65488,C1 Ga1 Ho3,0
65489,La1 Li2 Nb1 O7 Ti1,1
65490,O22 Rb5 Sb7 Ti1,1
65491,Cs0.68 O4 Ti1.66 Zn0.34,3
65492,Er2 P7 Rh12,2
65493,Ge6 Pt4 Sm3,0
65494,Cr1 Nd2 Ni1 O8.16 Sr2,1
65495,C0.5 N0.5 Ta1,1
65496,Dy5 Ru2,0
65497,Co1 Cu1.98 O2 S2 Sr2,2
65498,Mn2 O12 P4,0
65499,O4 Sn0.525 Ti0.175 Zn2 Zr0.3,1
65500,Co0.44 Gd1 Ge2,2
65501,As2 Hf3,0
65502,Ca0.45 Ge2 Pb1 Sr1.55,1
65503,Rh4 Sc1 Si2,0
65504,Bi1 Fe13 Pr6,0
65505,C1 Nd3 Pb1,0
65506,Eu1 Mn1 O3.052,0
65507,C0.43 Li0.96 O8 Ti3.44,3
65508,Al2 O7 Rb2 Sb2,0
65509,Ir0.9 Ti1.1,1
65510,Ge4 Pr1.22 Sc3,2
65511,Cd0.67 Co0.3 In0.03 O1,1
65512,Cu2 Na6 O6,0
65513,Al2 O9 Y4,0
65514,C1 B1 Ce1,0
65515,Ge0.99 Ni1.84,2
65516,Bi9 I2,0
65517,Co1 Ho1 Ni1,1
65518,Al1 Cd1 Ce3 S7,0
65519,Ga1 Pd2 Sm1,0
65520,F6 Li1 P1,0
65521,Co1 Ho1 O3,0
65522,Ga14 K8 Si32,1
65523,F2.93 La0.93 Sr0.07,3
65524,C1 B15 Ba1 Li9 O30,0
65525,Ga2 Mn2 S5,0
65526,La4 O10 Re2,0
65527,Nd0.96 Pd2.84 Ru0.2,1
65528,Ca3 Cu3 O16 P4,0
65529,Fe0.6 O3 Sn0.4 Sr1,1
65530,In0.5 O6.5 Pb2 Sb1.5,3
65531,Ba0.71 Co1 O3 Y0.29,1
65532,Al3 Ce2 Ge4,0
65533,Al2 Ca2 Cr0.026 O7 Si0.974,1
65534,Co0.6 Fe0.4 La0.9 O3 Sr0.1,1
65535,As1 Cl1 O2 Pb1,0
65536,Al13 Cr4 Si4,0
65537,Ge3 La4 S6.342 Se5.658,1
65538,Ba2 S3 Zn1,0
65539,Ge1 Mn1 N2,0
65540,Ce1 Fe0.667 Mo0.333 O3,1
65541,Cl6 Cs2 Pd1,0
65542,Ba0.93 Cu3.01 O7 Pb0.99 Sr1.07 Y1,3
65543,Al1.65 Cu0.35 Hf1,1
65544,Mn2 Si2 Yb1,0
65545,Cu1 La1.875 O4 Sr0.125,1
65546,Ba2 Cu1 Hg1 O4.04,2
65547,Cu3 Hg0.36 O9.36 Pr2.26 Sr1.74,3
65548,Cu3 Sb1,0
65549,Br1 Fe1 O3 Sr2,0
65550,Lu1 Na1 P2 S6,0
65551,Al2 Ca2 Ge1 Lu1 O12 Sc1 Zr1,1
65552,F9 Ti1 Tl5,2
65553,Mg1 Ni6 Si6,0
65554,Ba0.4 Ga2 O7 Sr1.6 Zn2,1
65555,Cu3 Rh34 S30,0
65556,Al1 Dy3 Ni1 S7,0
65557,Fe2 O14 P4 Sr1,0
65558,Co0.5 Fe0.5 Rh2 S4,1
65559,Ga38.18 Na17 Zn11.86,3
65560,Ge1 Mn0.5 S7 Tb3,2
65561,Ir1 Tm1,0
65562,Ni0.31 Pt0.8 Sn1,3
65563,Li2 O12 S3 V2,0
65564,K1 O6 S1 V1,0
65565,Ag5 Cl1 Se0.3 Te1.7,3
65566,C4 Li2 O4,0
65567,Be13 Sc1,0
65568,Al8 Rb8 Si38,1
65569,Cd5 Th1,0
65570,I12 Pt1 Tb7,0
65571,Ba1.86 Cu3 La0.14 O6.91 Y1,3
65572,Ag6 Hg1 Se6 Si1,1
65573,O9 P2 Ti2,0
65574,Ca2 O26 Si6 Tb0.25 Y7.75,1
65575,Cu1 Fe0.97 Mg0.03 O2,1
65576,Fe2.6 Ge1 V0.4,1
65577,Al1 Ca1 F1 O4 Si1,0
65578,Mn0.38 Pt0.62,1
65579,Pt1 Rb2 S2,0
65580,C1 Sc3 Sn1,0
65581,As4 Hf7.2 Nb3.8,1
65582,B5 Nd1 O10 Zn1,0
65583,Cs3 I9 Mo2,0
65584,Ba1.286 Ca0.429 Cu2.698 Fe0.302 La1.071 O7.292 Y0.214,3
65585,P1 S1 Tm1,0
65586,P0.96 Ta2.96,2
65587,Ca0.94 F2.06 U0.06,3
65588,B12 Ga3 I1 K3 S12 Sm1,0
