,formula,disorder
29128,Cl8 Li6 V1,O
29129,Bi1 Cs2 F6 K1,O
29130,Nb2 Pd0.871 Se5,V
29131,Co12 P7 U2,V
29132,Ca8.7 Li0.8 O28 P7 Sr1.4,M
29133,Gd4 Ir1 Mg1,O
29134,Br3 Mn1 Rb1,O
29135,Ag9 Al1 Se6,V
29136,Ba0.33 Mn1 Nd0.67 O3,S
29137,Al0.143 Fe1.761 Mg0.042 Mn0.333 O4 Ti0.026 Zn0.697,S
29138,Se1.4 Te0.6 W1,S
29139,In2 O5 P1,O
29140,Cu2 Ge1 Mg1 S4,O
29141,Fe2 Mg0.319 O4 Zn0.679,S
29142,Fe0.74 Ni1.84 O4 Sb0.42,S
29143,Ba7 Mn3 O19.992 Ti2 Y2,M
29144,K0.1 Na0.9 Nb1 O3,S
29145,B18 Cs2 Na2 O30 Sr1,O
29146,Co0.5 Fe0.5 La0.4 O3 Sr0.6,S
29147,C1 O3 Rb2,O
29148,I3 K1 O11 U1,O
29149,Li0.64 Rh3 Sn6.36,S
29150,Pr5 Si3,O
29151,Ga1 Nd1 O3,O
29152,Al0.94 Li0.78 Mg0.85 Zn2.47,M
29153,Cu3 O16 P4 Sr3,O
29154,Fe0.11 O5.16 V2,V
29155,Au1 Ho2,O
29156,Co0.47 Ge1 Mn1.53 S4,S
29157,Fe1 Li2 S1.8 Se0.2,S
29158,Ir2 Se3 Sn3,O
29159,K2 Np1 O4,O
29160,As2.2 Pt6.8 Sr2,S
29161,Ba0.15 Bi0.8 Fe1 Nd0.05 O3,S
29162,Ca0.6 Mn1 Nd0.2 O3 Sr0.2,S
29163,Ba1.068 Eu0.04 In1.935 K0.93 O12 P3 Tb0.025,S
29164,Ga1 Ho3 O6,O
29165,Cu4.345 In0.907 Zn3.415,S
29166,Pb1 S4 Si1 Sn1,S
29167,Ge0.4 Pb0.6 Te1,S
29168,Al1.772 Cr0.03 Mg1.208 O4,S
29169,Al1 Ni8 Y3,O
29170,C0.01 Ni1,V
29171,Al3.12 Ca0.12 Cl1 Na3.88 O24 Si8.88,S
29172,Bi2 Cl1 Lu1 O4,O
29173,Fe1 Ni1 Sn1,S
29174,Cs9 Fe2 Se7,O
29175,Cs2 Na1 P2 S8 Sm1,V
29176,Cl5 Pb2 Tl1,O
29177,Ca0.11 Co1 O3 Sm0.89,S
29178,Co4 In10 Zn2.066,S
29179,Cl6 Cs2 K1 Sm1,O
29180,Ge2 Si2 Yb5,S
29181,B1 Fe14 Tb2,O
29182,Cu2.494 Dy2 K1.5 Te5,V
29183,C2.9 V0.2 Y1.8,M
29184,Ag5 Cl1 Se0.1 Te1.9,S
29185,Cr2 Ta1,O
29186,B5 Br1 Eu2 O9,O
29187,Ag0.14 Al0.14 Cd0.72 S1,S
29188,Ag4.97 Bi5.05 Cu3.11 I24,M
29189,Ba1 O6.84 Si2 Ti1,V
29190,In2 K4 P4 Se16,O
29191,Au1.22 Nd1 Zn0.78,S
29192,Al0.772 Ba1 Ca1 Co1.663 O7 Zn1.565,S
29193,Bi2 Cl1 Cs3 Fe4 K1 O24 P6,O
29194,Sn3.22 Sr3 Tl1.78,S
29195,Pt3 Th7,O
29196,O12 P1 Rb1 S2 Sb2,O
29197,Ge0.402 Sb0.402 Te1,M
29198,Cu2 P2 Se6 Tl2,O
29199,B5 Lu2 Ni10,O
29200,Ga1 Ni2 Tm2,O
29201,Al0.8 Ni3 Ta0.2,S
29202,La1 Ni1 O4 Sr1,S
29203,Cs1 Mo4 O28 P7,O
29204,K1 O6 Te1.5 Ti0.5,M
29205,C0.37 Ca9.57 F1.73 Na0.11 O24.19 P5.77,M
29206,C0.05 Re1,V
29207,C11 F24 Ni2 O3 P4 S2,O
29208,Cr1 Fe1 Rh1 S4,S
29209,Au1 Na1 O8 S2,O
29210,Mn1 Rb2 Se8 Sn3,O
29211,Ba0.15 Ca0.15 Eu0.02 La0.68 Mn1 O3,S
29212,Ag2.8 Al12 O48 Si12 Zn4.6,M
29213,Ga2 Pd5,O
29214,Ag1 Mo6 S4 Se4,S
29215,Ca2 Cu2 Ga1,O
29216,O24 Ti7.24 Zr4.76,S
29217,C2 F6 O7 S2 Se1,O
29218,La1 Mg1 O6 Sr1 Ta1,S
29219,Bi2 Mn0.4 O6 Ti0.6 Zn1,S
29220,Ag1 O1 Rb1,O
29221,Fe17.21 Tm1.88,M
29222,Mo0.8132 Ru0.1868,S
29223,Al0.82 Cu0.11 Rh1,M
29224,Br14 Cu4 Hg12 Sb8,V
29225,Ge13 Pt4 Y3,V
29226,Fe0.8 Mn0.2 O2 Sr1,S
29227,Fe27 Ho3 V2,S
29228,Al2.866 N14.91 O1.09 Si9.134 Y0.592,M
29229,F2.15 Pb0.925 Zr0.075,M
29230,Cs9 Fe2 S7,O
29231,Ca1 F6 Pt1,O
29232,Al6.8 Fe4.1 Ga1.1 U1,S
29233,Fe16.2 Mg0.98 O27 Pb1.82,M
29234,C1 Rh3 Y1,O
29235,Pb13 Rh4 Sr3,O
29236,Al1.66 Co0.34 Gd1,S
29237,Hg7 K2,O
29238,Cs1 F6 Ru1,O
29239,Li7 O6 Ta1,V
29240,Cr1 F6 K1 Ni1,S
29241,K1 O4 P1 Sr1,O
29242,Au3 Mg5,V
29243,Al0.666 S2 Zn1,M
29244,Cu4 Ge2 Hf3,O
29245,Ba4 K1 P5,M
29246,Ga5.22 La3 O14 Si0.78,S
29247,Cu2 Li1 Si1,O
29248,As2 O9 Pb2 Ti1,O
29249,Fe1.082 O7 Ta0.917 Y2,S
29250,In2 O9 Te3,O
29251,Cu1 F1 S1 Sr1,O
29252,In1 Pr2,O
29253,Al1 Cu0.4 Mn0.6,S
29254,In2 Nb6 Te8,O
29255,In0.102 Mo15 S19,V
29256,Co1 Mg1 O4 Sn1,S
29257,P1 V1,O
29258,Cu3 Nb0.5 Se4 Ta0.5,S
29259,Fe0.7 Mn0.3 O3 Tb1,S
29260,Na0.85 O3 W1,V
29261,Ga2.31 Ge0.69 O4.84,M
29262,Nb1 O6 Sr2 Y1,O
29263,B1 Cu1.5 Er2 Fe12.5,S
29264,Cu0.025 Zn0.975,S
29265,Al1.41 Ba1 Ge0.59,S
29266,Ag2 As1 K1 S4,V
29267,Ge7 Re4,O
29268,K1.43 Na0.57 O4 S1,S
29269,Ag0.5 Pd0.5 Yb1,S
29270,Cu0.61 In2 Se3.6,V
29271,Mo28 Ni26.3 Zr1.7,S
29272,Ag0.77 O3.04 Sb1 Tl0.13,M
29273,Cs2 S8 Si3 Zn1,O
29274,Cu1 O6 Sb2,O
29275,C5 Cs3 N5 O2 S5 U1,O
29276,Co0.67 Cu0.33 La1 O2.98,M
29277,Co2 O8 P2 Sr1,O
29278,Ba2 Ca2 Cu3.18 Hg1.092 O10 Tl0.728,S
29279,Fe6 Ga6 Tm1,S
29280,O12 P3 Pb4 Rb1,S
29281,Cl7 Hg6 P4 Ti1,O
29282,Ba1 Bi2 Co1 O10 P2,O
29283,K0.469 La0.531 O3 Ti1,S
29284,Ba1 O9 Si3 Sn0.77 Ti0.23,S
29285,Fe1.4 O4 Ti0.06 Zn1.3 Zr0.24,S
29286,B2 Eu1 Na3 O6,V
29287,Cu1 La1.75 O4 Sr0.25,S
29288,Fe0.5 O12 P3 Ti2,V
29289,Fe0.75 La1 Mn0.25 O3,S
29290,B1.76 Be0.24 Zr1,S
29291,Fe2 Ge3 Mn3 O12,O
29292,B15 Gd2 O30 Rb7 Sr1,O
29293,Bi2 N1 O6.92 Y1,V
29294,Pr4 Pt3,O
29295,C1 Fe14 Pr2,O
29296,Ag2 Ba1 Ge1 Se4,O
29297,Pu1 Ru2,O
29298,Hg3 O14 Se1 Te4,V
29299,Ca1.8 Eu0.2 O4 Sn0.8 Y0.2,S
29300,Co1.1 O6 Sb0.9 Sr2,S
29301,Fe1 S0.11 Se0.89,S
29302,As1 Co1 Ni1,O
29303,Cu5.5 Er1 Ga6.5,S
29304,Dy1 Ga2 Ni3,S
29305,Cl2 O6 Pb3 Te2,O
29306,Ag1 Pb1 Pr1,O
29307,Ba0.95 Dy0.05 O3 Ti0.75 Zr0.25,S
29308,F8 Li4 Zr1,O
29309,Ca2 K1 O10 Ta3,V
29310,Al10.66 Li0.3 Na1.72 O17,M
29311,Br4 Cs2 Hg1,V
29312,Ag0.37 Br3 O1 W1,V
29313,B5 O12 Tm3,O
29314,Mo12.32 Nb1 O40 P1,M
29315,Ca1 Mn0.3 O2.9 Ti0.7,M
29316,Ge4 S10 Tl4,O
29317,N0.425 Nb1 O0.425,M
29318,Ga3 La1 Rh1,O
29319,Cu1 Dy1,O
29320,Al0.1 Li1 Mn1.87 Ni0.03 O4,S
29321,Au1.5 La1 Sb0.5,S
29322,Al3 Ce6 Fe11,S
29323,Ba1 Te3,O
29324,Co0.41 O3 Yb1.59,S
29325,Cu6 Fe2 S8 Sn1,O
29326,Bi0.25 Nd1.75 O6.988 Ru2,M
29327,Ge13 Os4 Y3,O
29328,Ce0.5 Fe2.75 Ni1.25 Sb12,M
29329,Ce0.167 O3 Sr0.744 Ti1,M
29330,Eu1.2 La1.8 Li6 O12 Ta1 Zr1,M
29331,C0.31 O0.69 Zr1,S
29332,Ho1 Mn2 Si2,O
29333,Al4 Ga1 O12 Y3,S
29334,C15 Bi2 O15 W3,O
29335,Al4 Sm1,O
29336,B6 Co19 Pr5,O
29337,O13 Sb6,V
29338,K3 Mo2 Np1 O10,O
29339,Ag8.7 In4.3,S
29340,As1 F8 Sb1,O
29341,Ba0.97 O3 Y0.19 Zn0.04 Zr0.77,M
29342,In2 Na2 Sb3,O
29343,B9 Ba3 Eu0.25 In0.7 O18 Tb0.05,S
29344,Fe1 Ge2 Li0.54 Na0.46 O6,S
29345,Mn1 Te4 Zn1,S
29346,Al1 Ca1 F14 Mg3 Na3,O
29347,Bi1 Cl6 Cs2 Na1,O
29348,Fe0.25 Mn0.25 Nb0.5 O3 Pb1,M
29349,Bi2 Ca0.85 Ce0.0375 Li0.075 Nb2 Nd0.0375 O9,S
29350,C1 I4,O
29351,Pb0.965 S1,V
29352,Bi1.5 Er0.5 O3,M
29353,Fe1 Ga12 U4,O
29354,Ba1.5 Cu3 Eu1 O7.1 Pr0.5,M
29355,F2 O24 P6 Pb9 Sr1,M
29356,Cr0.2 Fe1.6 V0.2,S
29357,Ba0.8 Bi0.2 F2.2,M
29358,Fe1 O7 Rb1 Se2,O
29359,Co1.025 Fe1.661 Ni0.391 O4,S
29360,Ce1 Ru4 Sn6,O
29361,Co41.77 Sc12 Si30.22,M
29362,O3 Y1.75 Yb0.25,S
29363,Mg3.994 Ti1.361 Zn20.968,M
29364,Ag2 Er1,O
29365,Cl6 Cs2 Pt1,O
29366,Cd1 S1,O
29367,Cl10 N2 Si4,O
29368,Bi0.12 Ga5.009 Gd2.91 O12.12,S
29369,O5 Ta1 Ti1 Tl1,S
29370,La1 Mn1 O4 Sr1,S
29371,Mo0.9 S2 Ta0.1,S
29372,Al3.82 Ca0.32 K0.66 Na2.8 O15.3 Si4.18,M
29373,Ba0.05 Ca0.3 La0.65 Mn1 O3,S
29374,Li3 O4 P1,V
29375,Np1 O1 S1,O
29376,Br2.35 I5.65 P19.2 Sn24,M
29377,Bi5.96 Ca1.76 Nb0.28 O11.14,M
29378,Al8 Fe4 Y1,O
29379,K3 O8 P2 Tm1,O
29380,Cd1 Gd4 Pd1,O
29381,Ca0.92 Mn1 O3 Sm0.08,S
29382,Cu0.65 Li2 O8 Ti2.85 Zn0.5,S
29383,Al0.093 B1 Fe0.967 Mg1.93 O5,S
29384,Ba0.67 O3 Sr0.33 Ti1,S
29385,Cu13 La1,O
29386,Ge13 Ir4 Yb3,O
29387,Ca0.7 Mn1 O3.021 Tb0.3,S
29388,Bi1 F3,O
29389,Bi0.4 O3 Yb1.6,S
29390,Au2 Gd5 Sb1,O
29391,Cu4 Ho3 Sn4,O
29392,K2 Mo3 Ni2 O12,O
29393,Cd24.94 Rb16 Sb36,V
29394,Ga1 S2.064 Se5.936 V4,M
29395,Ce1 Se2,O
29396,C5 K6 Mo3 N5 Re3 S8,S
29397,Fe0.51 K1 Mg2.49 O12 Si4,M
29398,Cu1 Dy3 Se7 Si1,O
29399,Ca2.78 Fe1.8 O12 Si2.81,V
29400,In3.78 La3 Pb1.22,S
29401,Ba2 Fe3 O7.831 Y1,V
29402,Cu5.31 Zn7.69,S
29403,P4 Th3,O
29404,Ag1 Al8 Bi7 Cl26 S10,V
29405,Al0.6 Fe1.4 Zr1,S
29406,As4 Ca1 Rh6,O
29407,As4 Hf7,O
29408,Co0.3 Ge1 Mn1 Ni0.7,S
29409,Fe0.2 Ti0.8,S
29410,Al1 I4 In1,O
29411,C0.7 Mo1,V
29412,Au3.35 In4.65 Sr1,S
29413,C1 Fe2.7 Mn0.3,S
29414,Ba1 F2 Ga2 Ge2 Mg3 O10,S
29415,Li0.275 Ni0.725 O1,S
29416,Ba2 F2 Fe2 O1 S2,O
29417,Li2 O14 Sr1 Ti6,O
29418,Ba0.25 Ca0.1 La0.65 Mn1 O3,S
29419,Cs1 Mn0.95 S6 Sn2.05,M
29420,Al3 B4 Er0.01 O12 Y0.84 Yb0.15,S
29421,Bi4 Ca2 Ge6 La4 O26,S
29422,Fe1 P2 W1,S
29423,La0.6 Ni1 O8 Ru1 Sr3.4,S
29424,Ce0.368 Na0.632 Nb0.088 O3 Ti0.912,S
29425,Bi1.4 Ir1.98 O6.64 Sr0.6,M
29426,La2 O12 W3,O
29427,F1 Fe1 Na1 O4 S1,O
29428,In2.37 Ir1 Mg0.63,S
29429,Ce1 Co0.4 Si1.6,S
29430,C2 Ba1 Mn1 O6,O
29431,Ce0.25 Co4 P12,V
29432,Ba1.82 Cu3 La0.18 O7.05 Pr1,M
29433,K3 Li2 O15 Ta5,O
29434,F7.998 Na2.666 U1.333,S
29435,Co0.47 Er1 Ge2,V
29436,Fe1.8 O4 Ti0.083 Zn1.1 Zr0.017,S
29437,Cr1.02 Nb1 Ni0.98,S
29438,Fe9 Ni13 Ti2 Y2,S
29439,La0.57 Mn0.85 Nd0.1 O3 Sn0.15 Sr0.33,S
29440,La0.17 Na1.5 Nb2 O6,M
29441,Al0.08 Ca0.91 Cr0.01 Fe0.14 Mg0.91 Na0.01 O6 Si1.94,S
29442,Fe2 K1 O8 P2,O
29443,B3.042 Eu0.608 O10.479 Si0.958 Sr3.087,M
29444,S8 V5,O
29445,Ca0.5 Mn0.95 Nd0.5 O3.12 Ru0.05,S
29446,Nd1 Ni2 P2,O
29447,Co0.1 Fe0.9 Nd0.2 O2.6 Sr0.8,M
29448,K0.8 O17.22 V10.44,V
29449,Co2 In9 K1,O
29450,Cr3 Sc2 Si4,O
29451,Nd0.3 Sm0.7,S
29452,Gd1 In1.33 Mn0.67,S
29453,B8 Fe2.88 Ru18 Ti8.12,S
29454,B6 Nd2 Re3,O
29455,B2 Mo1 O12 Pb6,O
29456,Ho1 In1 Mg1,O
29457,C1.88 V1 W1,M
29458,Ca1.46 Cl1 N1 Sr0.54,S
29459,Ga5.28 La3 O14 Si0.48 Ta0.24,M
29460,B4 Dy1 W1,O
29461,Pt0.246 Tc0.754,S
29462,Br16 Nd11 O36 Rb7 Te12,O
29463,Pr5 Sb1.8 Si1.2,S
29464,Al1 Be1 Na3 O8 Si2,O
29465,Er0.35 La0.15 O1.75 Zr0.5,M
29466,C1 Sm3 Sn1,O
29467,Ba1 Co1.3 Cu0.7 O6 Sm1,S
29468,B20 Na3,O
29469,Cu2 Gd1 La0.02 O8 Ru1 Sr1.98,M
29470,Ag3 Yb5,O
29471,Li0.378 Ni1 O2,M
29472,Cl14 Li8 O1 Ru2,O
29473,Bi2.09 O4.17 Pb1.05,M
29474,Ba2 Cu3 Dy1 O6.25,V
29475,Hf2 N2 O1,S
29476,Cu4.26 Ga0.58 Y0.92,M
29477,Co9 Si4 Y1,O
29478,Mo4 O11 Sm4,O
29479,O11 Re2 V2,O
29480,Mo1 O4 Pb0.1 Sr0.9,S
29481,Cu2 Ga1 Sr1,O
29482,Ca1 Ge3 Ni5,O
29483,Ge5 Yb3,O
29484,La0.402 Li0.368 O3 Sr0.23 Ti1,S
29485,Ba1 Ir1 P1,O
29486,Cu4 Ge2 Se7 Zn1,O
29487,Na3 O7 Sc1 Si2,O
29488,La0.864 Mn0.985 Na0.096 O3,M
29489,Co0.872 O2.544 Ru0.128 Sr1,M
29490,O10 Sr4 V3,O
29491,F7 Mn1 Tl1 Zr1,O
29492,Au8.18 Bi1.82 Ca2,S
29493,Al16 Rh7 Sc6,O
29494,F0.546 Fe1 Na1 O7.454 P0.546 S1.454,M
29495,Lu1 Pt2 Si2,S
29496,O11 P2 Re2,O
29497,Ca2.5 O8 P2 Sr0.5,M
29498,Ho1 Mn2 O7 Sr2,S
29499,C1 Mo2,V
29500,Al1 Cu4 Dy1,S
29501,Pr1 Se1,O
29502,Fe0.264 Mn0.07 Nb0.633 O2 Ta0.034,S
29503,As3 Ni4.61 O12,V
29504,Ir2 Yb1,O
29505,Nd1 Si1,O
29506,Cu1.49 Mo8 O24,V
29507,O14 S1 Te4 Y2,O
29508,Ga2 O16 P5 Rb1,O
29509,Pd0.92 Ta0.08,S
29510,C15 Os5 Tb12,O
29511,Ru2 Tm5,O
29512,Ce0.89 Mg1 Y0.11,S
29513,C2 F1 N1 O1 S1,O
29514,Hg2 U1,O
29515,Ga2 K2 Se4,O
29516,Cl4 Fe1 Na1,O
29517,Co0.97 S1,V
29518,Co3 Cs4 F10,O
29519,Ni1 Sc0.5 Sn1 Ti0.5,S
29520,Ba0.667 Ir1 O3 Sr0.333,S
29521,F1 In1 O5 Te2,O
29522,Cu1.94 In1 Sc1,V
29523,Ca2 Mn1 O7 Sm2,M
29524,C1 F1 K1 O3 Sr1,O
29525,Hf3 P3 Pd4,O
29526,La0.05 O3 Y1.95,S
29527,La0.5 Ni1 O4.22 Pr1.5,M
29528,Bi1 I3,O
29529,Cu5.47 Fe2.88 S32 Sn13.12,M
29530,Ge6 Lu4 Os7,O
29531,Cu4.5 Er1 Ga0.5,S
29532,Ba6 Mn5 O16,O
29533,Al6 Mn6 Yb1,S
29534,B7 Dy3 W1,O
29535,Cu2 Fe1 Nd0.9 O6.86 Sr2 Y0.1,M
29536,Ba3 Mo1 Nb0.8 O8.5 V0.2,M
29537,Ag0.92 Sn0.08,S
29538,Mo0.3 Tc0.7,S
29539,Bi11.18 O31.46 Te1.35 V5,M
29540,B1 Mo0.9 Nb0.1,S
29541,Cd1 O7 Sb1 Ti1 Yb1,S
29542,Ba1 Mg2 O7 Si2,O
29543,Al2 B2 Ca0.5 Na1 O7,M
29544,Pb3 Pu5,O
29545,La0.57 Mn0.9 Nd0.1 O3 Pb0.33 Ti0.1,S
29546,Lu1 Pd2 Si2,O
29547,Ca0.98 Co1 O4 Sm1.02,S
29548,Ba7.996 Fe2.664 O24 U2.668 Y2.668,S
29549,Ho1 Li1 O12 P4,O
29550,Co0.8 Fe1.2 La2 O6,S
29551,Ba1.2 In1 O6 Sr0.8 Ta1,S
29552,Al7.85 Na7.85 O32 Si8.15,M
29553,Ni2 Sm1,O
29554,Ni3 Sb4 Zr3,O
29555,B1 Co2 Fe11.8 Nd2 Re0.2,S
29556,Bi2 Na1 Nb2 O12 Sr1 Ta1,S
29557,Li1 Mg1 O3.988 V1,M
29558,Cl7 Ga2 N5 S5,O
29559,La3 Tl1,O
29560,Au1 Pb1 Sm1,O
29561,Ba3 Cs2 O14 P4,O
29562,Ba0.3 Bi0.7 Fe1 O3,S
29563,Li0.5 Mn0.5 Ni0.5 O1.883,M
29564,Mn1 Sn2 Y1,O
29565,Ba1 Li0.55 O11 Ru5,V
29566,Bi0.4 Ca0.2 La0.4 Mn1 O3,S
29567,Al0.58 Ba1.47 Ca0.53 Cu2.42 La1 O6.68,M
29568,Co0.3 Cu1 S4 Ti1.7,S
29569,F13 Th3 Tl1,O
29570,Ag1 Sb3 Zr5,O
29571,Gd0.496 Mo1 Na0.504 O4,S
29572,B15 K7.5 O30 Sc2.5,S
29573,Ba2 Mn1 O6 W1,O
29574,Au1 Eu1 Zn1,O
29575,Au1 In17 Pb8 S34,M
29576,C12 Fe2 O12 Os1,V
29577,Ce1 Mg1 Si2,O
29578,Ba1 O6 Ru2,V
29579,Ho1 Pt2,O
29580,Br6 Pd1 Se2,O
29581,Cl2 O11 Sb8,V
29582,C1 I3 N2 Pb0.755,V
29583,As22 I8 In4.1 Sn17.5,M
29584,Gd4 Ge4 Y1,S
29585,Co2.73 Cu0.27 O4,S
29586,Al23 Co10.14 Si8.72,M
29587,Ga8.3 K7.968 Se32 Sn7.7,M
29588,Dy0.03 Li3 O12 Te2 Y2.97,S
29589,B1 Ho3 O9 W1,O
29590,Ni3 S2 Tl2,O
29591,Ag1.621 Bi9.379 Cu4 Pb2 S19,S
29592,Ce1 Cu2 Si2,O
29593,B10 Co29 Nd3 Si4,O
29594,Cu3 Sn1,O
29595,Al0.67 Ca1 Ga2.33 La1 O7,S
29596,Al5 Ba5 Pb1,O
29597, Al0.06 Ca0.79 Fe0.4 Mg0.76 Mn0.01 Na0.02 O6 Si1.95 Ti0.01,S
29598,Mg0.74 O16 Rb1.48 Ti7.26,M
29599,Ga1 I4 K1,O
29600,Ce0.972 Th0.028,S
29601,Hf3 K4 Se14.14,V
29602,Li1.75 Mn1.06 O3,M
29603,Al6 O11 Pb0.67 Sr1.33,M
29604,S5 Sn1 Sr2,V
29605,B1 O13 Si2 Tb5,S
29606,B1 Ta4 Te8,O
29607,La0.75 Si4 Y4.24,S
29608,Al3 Fe1 Lu10,O
29609,B1 S1,O
29610,K0.3 O3 Ta0.075 V0.075 W0.85,M
29611,La1 O4 V1,O
29612,Ba0.6 O3 Sr0.4 Ti1,S
29613,Cl1 In4 Rb1 S6,O
29614,B3 Er1 O6,O
29615,Hf1.5 K5 Mo6 O24 Pb0.5,O
29616,Ba2 Cl2 O6 Se2 Zn1,O
29617,Au9 Sb1 Y3,O
29618,Cs1 O7 P2 Y1,O
29619,Er3 Ge13 Ir4,O
29620,In1 S0.951,V
29621,Cu2 Te2 Tm0.67,V
29622,Al1 Li1 O7 P2,O
29623,Fe0.65 Mn0.35 O4 P1,S
29624,Li2 Mn1.5 Ni0.5 O4,M
29625,La1 Na1 O7 P2,O
29626,Cl5 F4 Sb2,O
29627,Gd1 Ge1 Mn0.6 Ti0.4,S
29628,Au1.09 La1 Zn0.91,S
29629,Fe4 Si9 Y2,V
29630,Fe0.96 Pb3.04 Sb4 Se10,S
29631,Ba2 Ca0.81 O5.86 Ta1.19,M
29632,Ge1 O8 P2 Sr1,O
29633,Ce1 P5,O
29634,Rb2 S10 Sb2 Sn3,O
29635,Gd0.745 O3 Y1.255,S
29636,C4 N4 Pt1 Rb2,O
29637,Cs2 F7 K1 Si1,S
29638,Si2 Ta0.8 W0.2,S
29639,K0.6 Mg0.6 Mo3 O12 Sc1.4,M
29640,Na0.3 S2 Ti1,V
29641,Er1 Pt3,O
29642,Ba2 Br0.81 I0.19 N1,S
29643,Na5 O35 P5 Ta8,V
29644,F6 Rb1 Sb1,O
29645,Bi3 I1 Te1,O
29646,Ce2 Eu2 O7,M
29647,Cl1 Cs6 Dy21 Se34,O
29648,Au51 Nd14,V
29649,Ba1 Li0.996 O12 P3 Zn3.004,S
29650,Al12 Cs12.5 O48 Si12,M
29651,Co4 In0.26 Sb12.23,V
29652,B0.97 Ca1 N0.94 Ni1,V
29653,Fe2 Hf3 Si3,O
29654,Co0.314 Li1.06 Mn0.313 Ni0.313 O2,S
29655,C18 Al44 Na20 Ni12 O420 Si148,M
29656,Cr1.5 F6 Li0.5 Rb1,M
29657,Ca0.05 Fe1 La0.95 O3,S
29658,Ce1 Cu9 In2,S
29659,Cl12 Na1 O8 P1 Pr6 Si1,M
29660,Al9 Co3 Nd2,O
29661,Al1 Pr3,O
29662,Ba38 Li26 N1 Na58,O
29663,Ga0.84 Ni3 Sb0.16,S
29664,Na16 O28 Ti10,O
29665,Nd1 Sb1 Sc1,V
29666,Ga0.24 Mn0.76 O2.5 Sr1,M
29667,Ga1 Pd1 Pr1,O
29668,Ba1 Ce0.7 O3 Y0.15 Zn0.05 Zr0.1,S
29669,Nb1 Ru1 Si1,O
29670,Cr0.1 La0.5 Mn0.9 O3 Sr0.5,S
29671,Cr1.8 Fe1 O4 V0.2,S
29672,I6 Rb4 Yb1,O
29673,Mo4 O15 Sm0.3 Y1.7,S
29674,Mn0.6 O7 V2 Zn1.4,S
29675,Cl6 Cs2 Na1 Tb1,O
29676,O1.9 Sc0.108 Yb0.09 Zr0.801,M
29677,  Ca0.118 Ce0.19 Eu0.0075 La0.08 Na0.475 Nb0.135 Nd0.04 O3 Pr0.01 Sm0.01 Sr0.05 Th0.01 Ti0.865,S
29678,Nb1 O3 Sr0.72,V
29679,Ca0.22 La0.7 Mn1 Na0.08 O3,S
29680,Al1 Cl2 K1 O1,M
29681,O22 Pr12,O
29682,Ga4 Ge1 Pb4 S12,O
29683,Al3 Ge4 Pd12,M
29684,Ho1 Mn0.7 O3.152 Ti0.3,M
29685,O2 Pa0.5 Y0.5,S
29686,Ba1 O10 Sm2 Ti3,O
29687,Ca0.3 Si1 Sr0.7,S
29688,As4 Ce1 Na4 O14,O
29689,Fe1 Na1 O4 P1,O
29690,Ge1.06 Na4 Si2.93,S
29691,Mn0.08 Pb0.92 Te1,S
29692,La1.05 Na0.84 O6 Ti2,M
29693,Cl11 Hg5 Tl1,O
29694,Cu1 Fe1 O5.61 Pb0.5 Sr2 Y0.5,M
29695,Ga1 Li1 Te2,O
29696,Al1.08 Li1.92,S
29697,C1 Fe3 Sn1,O
29698,Ba2 Fe3 O8 Y1,V
29699,Al1.5 Ba1 Ho1 N5.5 O1.5 Si2.5,S
29700,Ba1 Ce0.55 O2.925 Y0.15 Zr0.3,M
29701,Al2 Eu1,O
29702,La1 S1.24 Se0.66,S
29703,Al1 Rh1 Th0.2 U0.8,S
29704,O6 Ta1.625 Tl1.625 W0.375,M
29705,Au2 Dy1 In1,O
29706,B5 Cs1 O8,O
29707,Bi1.3 Eu0.2 Li0.4 Mg0.5 Nb1.5 O6.7,M
29708,Bi0.6003 Mn0.69 Sb0.0621,M
29709,As2 Cu1.233 La1,V
29710,Fe5 O12 Y3,O
29711,Co5 Nd0.25 Sm0.25 Tb0.25 Y0.25,S
29712,Fe0.96 K1 Mg2.04 O12 Si4,M
29713,As5 Cs5 Se9,O
29714,Ga2 Se4 Sr1,O
29715,Cu0.5 Ge1 Pb1.75 S4,M
29716,K0.402 S8 Sb5 Tl0.598,S
29717,F2 O24 P6 Pb7 Sr3,M
29718,K10 S17 Sn4 Zn4,V
29719,Fe0.3 Ni2.7 Sm1,S
29720,Ba1 Cr1 F6,O
29721,Cu3.28 Mg2 Si0.72,S
29722,B1 Co1 Cr1,S
29723,Cu2.37 Mg0.63 O8 P2,S
29724,Hf1 K2 O12 P3 Y1,S
29725,B3 Cs2 F6 K1 O3,O
29726,Cs1 Ga5 S12 Zn4,S
29727,Ba2 Ca1 Ga1 Nb9 O30 Sr3,S
29728,Au0.1 Pd0.9,S
29729,Fe0.82 Li1.98 Mn0.2 O4 Si1,S
29730,Cd2 Na4 O10 Si3,O
29731,C2 F8 Te1,O
29732,Al1.97 Fe0.21 Mg0.82 O4,S
29733,Ag0.5 As0.14 S1 Sb0.36,S
29734,Ga2 Tm1,O
29735,Co1 Nd2 O6 Pt1,S
29736,Ga3.031 In0.969 Ni2 Tb1,S
29737,Ge1 Rh1 Ti1,O
29738,Eu3 Li1 O4,O
29739,Cd6 Ce1,V
29740,Al1.992 Ca3.018 O12 Si3,V
29741,Ag1 O10 P2 V2,O
